course_id,title,credits,department,level,description,terms_offered
SLHS-S 201,SPEECH ANATOMY AND PHYSIOLOGY,3 credits,SLHS,200,"Course Description: Covers anatomy and physiology of the speech mechanism; contemporary views of speech physiology; subsystems of the speech mechanism - respiratory, laryngeal, and supraglottal - integrated with a model of speech production. Includes laboratory experiences.","Typically Offered: Summer, Fall"
SLHS-S 307,COGNITIVE AND COMMUNICATIVE ASPECTS OF AGING,3 credits,SLHS,300,Course Description: Review of cognitive and communicative changes associated with normal aging as well as with diseases and conditions that are prevalent in the aging population. Includes discussion of methodological issues in research on aging as well as principles for maximizing communication with the elderly population.,"Typically Offered: Summer, Fall"
SLHS-S 311,"INTRODUCTION TO RESEARCH IN SPEECH, LANGUAGE AND HEARING SCIENCES",3 credits,SLHS,300,"Course Description: Introduction to research methodology in speech and hearing science, both basic and applied. Focuses on basic designs, analyses, and how research informs clinical practice. Course includes discussion of ethics, evaluation of research, and scientific writing. ","Typically Offered: Summer, Fall"
SLHS-S 333,CHILDHOOD LANGUAGE,3 credits,SLHS,300,"Course Description: Develops knowledge of how language is acquired by young children, examines data on what young infants and young children know about language at different ages, and considers the kinds of theories that may explain this data.","Typically Offered: Spring, Summer, Fall"
SLHS-S 350,SPEECH SCIENCE,3 credits,SLHS,300,"Course Description: Provides an overview of speech production, including acoustics and physiology, as well as speech perception.  The focus is on non-disordered speech in adults with some coverage of development as warranted.","Typically Offered: Summer, Fall"
SLHS-S 375,HEARING SCIENCE,3 credits,SLHS,300,"Course Description: Provides an in-depth study of hearing in the normal auditory system. Topics include anatomy and physiology of the ear, anatomy and physiology of the auditory brain, and auditory perception and psychophysics.","Typically Offered: Summer, Fall"
SLHS-S 398,"HONORS SEMINAR IN SPEECH, LANGUAGE AND HEARING SCIENCES",1 credit,SLHS,300,"Course Description: Seminar in which students begin to think critically about conducting research in Speech, Language and Hearing Sciences. Focuses on the fundamentals of research design as well as the development of research-related skills, such as reading and understanding research and writing a scientific report.",Typically Offered: Summer
SLHS-S 419,SPEECH-LANGUAGE PATHOLOGY ASSISTANT SEMINAR II,2 credits,SLHS,400,Course Description: Extends the depth and breadth of foundational concepts covered in SLHS-S 417 necessary to provide speech and language intervention services to children in the public schools.,Typically Offered: Summer
SLHS-S 423,"TOPICAL SEMINAR IN SPEECH, LANGUAGE AND HEARING SCIENCES",3 credits,SLHS,400,"Course Description: In-depth study of specific topics in speech science, language science and hearing science. Topics vary by semester.","Typically Offered: Summer, Fall"
SLHS-S 423,"EMBODIED PHONETICS (TOPICAL SEMINAR IN SPEECH, LANGUAGE AND HEARING SCIENCES)",3 credits,SLHS,400,"Course Description: In-depth study of specific topics in speech science, language science and hearing science. Topics vary by semester.","Typically Offered: Summer, Fall"
SLHS-S 423,"HEARING DIFFERENCES IN CHILDREN (TOPICAL SEMINAR IN SPEECH, LANGUAGE AND HEARING SCIENCES)",3 credits,SLHS,400,"Course Description: In-depth study of specific topics in speech science, language science and hearing science. Topics vary by semester.","Typically Offered: Summer, Fall"
SLHS-S 470,ASSESSMENT AND TREATMENT OF HEARING LOSS,3 credits,SLHS,400,"Course Description: Covers basic acoustics, anatomy and physiology of the auditory system with a focus on the applied principles of audiologic evaluation, management, and (re)habilitation options for adult and pediatric populations. It is geared toward upper-level undergraduate students majoring in speech, language, and hearing sciences.","Typically Offered: Summer, Fall"
SLHS-S 499,SENIOR HONORS II: READING AND RESEARCH,3 credits,SLHS,400,"Course Description: Continuation of work begun in SLHS-S 399. Focuses on the development of students' individual research projects, with a particular emphasis on data analysis and interpretation of findings.",Typically Offered: Summer
SLHS-S 513,SPEECH ANATOMY AND PHYSIOLOGY,2 credits,SLHS,500,"Course Description: This course is designed to provide a functional knowledge of the anatomy (structure) and physiology (function) of the speech mechanism. Topics to be addressed include: respiration, phonation, articulation/resonance nervous system, and audition.","Typically Offered: Summer, Fall"
SLHS-S 515,TOPICAL SEMINAR IN SPEECH PATHOLOGY,1-6 credits,SLHS,500,Course Description: ,"Typically Offered: Summer, Fall"
SLHS-S 515,SPEECH SCIENCE (TOPICAL SEMINAR IN SPEECH PATHOLOGY),1-6 credits,SLHS,500,Course Description: ,"Typically Offered: Summer, Fall"
SLHS-S 518,AUDITORY DISORDERS,3 credits,SLHS,500,Course Description: Study of auditory pathology and the associated audiological test findings. Focus placed on etiology and the auditory and nonauditory manifestations of the disorders.,"Typically Offered: Summer, Fall"
SLHS-S 533,LANGUAGE INTERVENTION: BIRTH TO SCHOOL-AGE,2 credits,SLHS,500,Course Description: This course is a series of clinical workshops on language intervention. Topics examine theoretical and clinical foundations for treatment of language disorders in children from birth to school-age. Evidence based findings are applied to evaluate intervention methods and to develop clinical tools for remediation of language disorders.,Typically Offered: Summer
SLHS-S 537,APHASIA,3 credits,SLHS,500,Course Description: In-depth study of diagnosis and management of adult aphasia and related disorders. ,Typically Offered: Summer
SLHS-S 539,"CHILD DUAL LANGUAGE LEARNERS: DEVELOPMENT, ASSESSMENT AND INTERVENTION",2 credits,SLHS,500,"Course Description: Focuses on how children acquire two languages. Topics concerning variables that impact dual language acquisition children and patterns of acquisition will be discussed. Issues and strategies for evaluating language skills in this population, and for providing clinical services are presented.",Typically Offered: Summer
SLHS-S 550,STUTTERING,3 credits,SLHS,500,"Course Description: This course will focus on the nature and etiology of developmental stuttering, diagnostic procedures, and approaches to treatment in children and adults. Other disorders of fluency, such as acquired stuttering and cluttering, will also be discussed.",Typically Offered: Summer
SLHS-S 560,CRANIOFACIAL ANOMALIES,2 credits,SLHS,500,"Course Description: Orofacial lefts and other genetically-based craniofacial disorders are considered in relation to speech production and swallowing. Assessment protocols include auditory-perceptual evaluation, vocal tract imaging (nasendoscopy and fluoroscopy), and speech aerodynamics. Introduction to therapy procedures.",Typically Offered: Summer
SLHS-S 565,DIAGNOSTIC PROCESSES & OVERVIEW OF ALTERNATIVE AND AUGMENTATIVE COMMUNICATION.,1 credit,SLHS,500,Course Description: Current topics related to clinical practice in speech/language pathology. ,Typically Offered: Summer
SLHS-S 568,MEDICAL EXTERNSHIP IN SPEECH LANGUAGE PATHOLOGY,6 credits,SLHS,500,"Course Description: Intensive participation in the clinical activities of community agencies, hospitals or other service providers. Available only to advanced students in clinical program.","Typically Offered: Spring, Summer, Fall"
SLHS-S 570,AUDIOLOGY CLINIC PRACTICUM,0-3 credits,SLHS,500,Course Description: Supervised on-site clinical work in diagnostic and rehabilitative clinical audiology. Intended for students in the first year of the Au. D. program.,"Typically Offered: Spring, Summer, Fall"
SLHS-S 573,LABORATORY IN AMPLIFICATION,1 credit,SLHS,500,"Course Description: The purpose of this course is to introduce how hearing aids function and the associated clinical protocols involved in the selection, fitting and support of the use of hearing aids. The course is designed to compliment S576.",Typically Offered: Summer
SLHS-S 574,THE CENTRAL AUDITORY NERVOUS SYSTEM,3 credits,SLHS,500,Course Description: Survey of the clinical aspects of audiology pertaining to pathologies encountered in clinical environments with emphasis on specific etiologies.,Typically Offered: Summer
SLHS-S 576,AMPLIFICATION,2 credits,SLHS,500,"Course Description: Types and components of electroacoustic hearing aids, earmold acoustics, and procedures for the selection, evaluation, and fitting of hearing aids.",Typically Offered: Summer
SLHS-S 670,CLINICAL PRACTICUM IN AUDIOLOGY 2,1-3 credits,SLHS,600,Course Description: Supervised on-site clinical work in diagnostic and rehabilitative clinical audiology. Intended for students in the first year of the Au. D. program.,"Typically Offered: Summer, Fall"
SLHS-S 673,CLINICAL EXTERNSHIP IN AUDIOLOGY 2,1-6 credits,SLHS,600,"Course Description: Intensive participation in the clinical activities of community agencies, hospitals or other service providers. Available only to advanced students in audiology program.","Typically Offered: Spring, Summer, Fall"
SLHS-S 674,"SPEECH, LANGUAGE AND HEARING SCIENCE SEMINAR",3 credits,SLHS,600,"Course Description: Intended for Ph.D. students. Various topics in clinical and experimental aspects of speech, language, and hearing sciences. Content varies each semester. ",Typically Offered: Summer
SLHS-S 676,ADVANCED CLINICAL CONCEPTS IN AMPLIFICATION,3 credits,SLHS,600,"Course Description: This seminar presents advanced material on conventional amplification, assistive listening devices, and classroom amplification systems. Students will develop models for selection, fitting, evaluation, and management of devices for patients with hearing loss. This includes integrating research content into clinical activities leading to appropriate, defendable rationales for a comprehensive hearing program.",Typically Offered: Summer
SLHS-S 677,IMPLANTABLE AUDITORY PROSTHESES,3 credits,SLHS,600,"Course Description: Examines various surgically implantable devices used to ameliorate the effects of hearing loss, with particular emphasis on cochlear implants, including considerations for implantation and expected outcomes.",Typically Offered: Summer
SLHS-S 678,INTRODUCTION TO PSYCHOACOUSTICS,3 credits,SLHS,600,"Course Description: Perception of sound by normal and hearing-impaired listeners. Topics covered include masking, pitch, loudness and other auditory phenomena.",Typically Offered: Summer
SLHS-S 680,INDEPENDENT STUDY,1-6 credits,SLHS,600,Course Description: Independent study that cannot be accommodated through department coursework is arranged through a faculty member willing to work closely with a student to direct a project.,"Typically Offered: Spring, Summer, Fall"
SLHS-S 681,EARLY RESEARCH PROJECT: PART 1,1-3 credits,SLHS,600,Course Description: Research to be conducted in the first two years of the PhD program. Course will culminate in several deliverables and a presentation to the faculty. ,"Typically Offered: Spring, Summer, Fall"
SLHS-S 682,EARLY RESEARCH PROJECT: PART 2,1-3 credits,SLHS,600,"Course Description: Research to be conducted in the second and third years of the PhD program. Course will culminate in several deliverables, including a presentation about the research to the faculty.","Typically Offered: Spring, Summer, Fall"
SLHS-S 683,RESEARCH FORUM,0-1 credit,SLHS,600,"Course Description: This course includes research presentations by students and faculty in SLHS and guest speakers. Other sessions focus on professional development. The course gives students the opportunity to present their research, to learn about current research in the field, and to acquire skills that will support their professional development.","Typically Offered: Summer, Fall"
SLHS-S 772,AMPLIFICATION AND REHABILITATION,3 credits,SLHS,700,"Course Description: Examines an array of topics within the scope of practice of clinical audiology, with particular emphasis on matters germane to amplification and rehabilitation. Attention given to theory, administration, and application of various clinical tests and measures used for both assessment and treatment.",Typically Offered: Summer
SLHS-S 780,M. A. THESIS,1-6 credits,SLHS,700,Course Description: ,"Typically Offered: Spring, Summer, Fall"
SLHS-S 880,PHD THESIS,1-6 credits,SLHS,800,Course Description: PhD thesis.,"Typically Offered: Spring, Summer, Fall"
SLHS-X 471,"UNDERGRADUATE TEACHING INTERNSHIP IN SPEECH, LANGUAGE AND HEARING SCIENCES",1-2 credits,SLHS,400,Course Description: Student interns assist in classrooms and participate in weekly seminars that include discussion of both theoretical and practical aspects of the teaching mission at Indiana University.,"Typically Offered: Summer, Fall"
SLHS-X 476,SPEECH-LANGUAGE PATHOLOGY PRACTICUM AND SEMINAR,1-3 credits,SLHS,400,"Course Description: Beginning practicum experience in speech and language pathology, with seminar.",Typically Offered: Summer
SLHS-X 490,"READINGS IN SPEECH, LANGUAGE AND HEARING SCIENCES",1-3 credits,SLHS,400,"Course Description: Individual study in an area of speech, language, and hearing sciences under the guidance of faculty member.","Typically Offered: Summer, Fall"
SLHS-X 498,"RESEARCH IN SPEECH, LANGUAGE AND HEARING SCIENCES",0-3 credits,SLHS,400,"Course Description: Supervised research in an area of speech, language and hearing sciences. A formal research paper or project may be required.","Typically Offered: Spring, Summer, Fall"
SLST-G 901,ADVANCED RESEARCH,6 credits,SLST,900,"Course Description: Available to graduate students who have completed all course requirements for their doctorates, have passed doctoral qualifying examinations, and have the requisite number of degree credit hours, this course provides the advanced research student with a forum for sharing ideas and problems under the supervision of a senior researcher.","Typically Offered: Summer, Fall"
SLST-S 112,MULTILINGUALISM AND THE BRAIN,3 credits,SLST,100,"Course Description: Explores the problem of fitting several languages into one mind and how the brain adapts to managing several languages. Examines a range of general cognitive issues linked to multilingualism, such as the need to suppress one language in the performance of another, and their effects on the speaker.","Typically Offered: Summer, Fall"
SLST-S 204,LANGUAGE AND (IN)TOLERANCE IN THE US,3 credits,SLST,200,"Course Description: Explores the roles that perceptions of linguistic differences among groups and individuals play in intolerant behavior on the part of some segments of American society, and the corresponding roles that genuine understanding of these differences can play in promoting tolerance and guiding responses to intolerance. ",Typically Offered: Summer
SLST-S 205,LANGUAGE AND IDENTITY IN MULTILINGUAL CONTEXTS,3 credits,SLST,200,"Course Description: Explores how individuals use language to (co)construct their own and other's identities in multilingual contexts and how various facets of identity affect opportunities for language learning and language use.  Readings will focus on a wide range of social contexts, languages, and individuals from diverse gender, ethnic, and racial backgrounds.",Typically Offered: Summer
SLST-S 301,INTRODUCTION TO SECOND LANGUAGE ACQUISITION,3 credits,SLST,300,"Course Description: Two years of foreign/second language study. Introduces students to contemporary approaches to second language acquisition. Topics include models of second language acquisition, learner variables, the human capacity for language and its availability throughout the lifespan, developmental stages, and effects of instruction. Students will examine samples of learner language and analyze them on their own terms.","Typically Offered: Summer, Fall"
SLST-S 304,LANGUAGE REVITALIZATION,3 credits,SLST,300,"Course Description: Two years of foreign/second language study. Half of the 6,000 languages spoken today are endangered. This course explores why languages are at risk and investigates how minority and indigenous languages can be revitalized. Case studies highlight practical solutions currently being used in diverse communities. Students choose a particular endangered language as their focus of study.",Typically Offered: Summer
SLST-S 305,SECOND LANGUAGE ACQUISITION AND LANGUAGE INSTRUCTION,3 credits,SLST,300,Course Description: Examines impact of advances in psychology and sociology on the definition of best practices in adult second and foreign language instruction. ,"Typically Offered: Summer, Fall"
SLST-S 319,SPECIAL TOPICS IN SECOND LANGUAGE STUDIES,3 credits,SLST,300,"Course Description: Topics dealing with cognitive, social, or educational dimensions of second language acquisition or multilingualism.","Typically Offered: Summer, Fall"
SLST-S 319,TESTING (SPECIAL TOPICS IN SECOND LANGUAGE STUDIES),3 credits,SLST,300,"Course Description: Topics dealing with cognitive, social, or educational dimensions of second language acquisition or multilingualism.","Typically Offered: Summer, Fall"
SLST-S 435,TEACHING OF ENGLISH TO SPEAKERS OF OTHER LANGUAGES (TESOL) PRACTICUM,3 credits,SLST,400,"Course Description: Provides ten hours of supervised teaching English as a second language to adult learners, including practice with developing a needs assessment, placement testing, syllabus and lesson design, and materials development. Students will also create a teaching portfolio. Lectures focus on principles and best practices related to language teaching. ",Typically Offered: Summer
SLST-S 511,SECOND LANGUAGE SYNTAX,3 credits,SLST,500,"Course Description: Examination of form and acquisition of non-native syntax. Consideration of whether non-native grammars are ""fundamentally different"" than native grammars, role of the learner's native language, initial state of non-native syntax, and subsequent development. Comparison of child native acquisition, and adult native acquisition.",Typically Offered: Summer
SLST-S 512,SECOND LANGUAGE PHONOLOGY,3 credits,SLST,500,Course Description: ,Typically Offered: Summer
SLST-S 532,FOUNDATIONS OF SECOND LANGUAGE ACQUISITION,3 credits,SLST,500,"Course Description: Introduces students to second language acquisition research. Critically examines major hypotheses about the ways in which second languages develop. Discussions will include a range of languages. Models include a variety of approaches: corpora-based, functionalist, generative, processing-based, socio-cultural, and universals of language.","Typically Offered: Summer, Fall"
SLST-S 604,LANGUAGE REVITALIZATION,3 credits,SLST,600,"Course Description: Half of the 6,000 languages spoken today are endangered. This course explores why languages are at risk and investigates how minority and indigenous languages can be revitalized. Case studies highlight practical solutions currently being tried out in diverse communities. Students choose a particular endangered language as their focus of study.",Typically Offered: Summer
SLST-S 612,L2 LABORATORY PHONOLOGY,3 credits,SLST,600,"Course Description: This course will familiarize students with methods used in Laboratory Phonology research, and specifically in L2 research. Students will learn how to frame research questions, design experiments, and test predictions, and will become familiar with a variety of practical computing skills to successfully conduct laboratory phonology experiments.","Typically Offered: Summer, Fall"
SLST-S 690,INDEPENDENT READINGS IN SECOND LANGUAGE STUDIES,1-4 credits,SLST,600,Course Description: Directed readings in research topics for Second Language Studies.,"Typically Offered: Spring, Summer, Fall"
SLST-S 700,SEMINAR IN APPLIED LINGUISTICS,3 credits,SLST,700,Course Description: Major issues in applied linguistics and second language studies research and theory. The specific title will be announced well in advance of each semester.,Typically Offered: Summer
SLST-S 700,THE MENTAL LEXICON AND THE BILINGUAL BRAIN (SEMINAR IN APPLIED LINGUISTICS),3 credits,SLST,700,Course Description: Major issues in applied linguistics and second language studies research and theory. The specific title will be announced well in advance of each semester.,Typically Offered: Summer
SLST-S 800,DISSERTATION RESEARCH IN SECOND LANGUAGE STUDIES,1-12 credits,SLST,800,Course Description: Dissertation research. Arranged.,"Typically Offered: Spring, Summer, Fall"
SLST-T 131,ACADEMIC WRITING FOR MULTILINGUAL STUDENTS: RESEARCH AND INQUIRY,3 credits,SLST,100,"Course Description: Helps multilingual speakers of English develop clarity in academic writing, increase reading comprehension of academic texts, and master revision, peer review, and editing strategies. Focuses on summarizing and paraphrasing, analyzing genre, and increasing focus, support, and logical development. Texts investigate the role of the university in the globalized world.","Typically Offered: Summer, Fall"
SLST-T 135,INTRODUCTION TO THE AMERICAN EXPERIENCE FOR INTERNATIONAL STUDENTS,3 credits,SLST,100,Course Description: Introduction to major institutions in contemporary life in the United States seen through the lens of social and historical science. Open only to international undergraduates.,"Typically Offered: Summer, Fall"
SLST-T 154,ACTIVE ACADEMIC LISTENING,3 credits,SLST,100,"Course Description: Helps multilingual speakers of English improve listening skills in academic contexts. Focuses on applying listening strategies, engaging in activities which build vocabulary and promote engagement with information obtained through spoken academic content. Content covers current issues, e.g., food insecurity, business ethics, eco-fashion, and facilitates integration into academic culture.","Typically Offered: Summer, Fall"
SLST-T 155,ACADEMIC SPEAKING,3 credits,SLST,100,"Course Description: Helps multilingual speakers of English develop clarity and fluency to effectively communicate in spoken academic settings. Focuses on principles governing pronunciation, stress patterns, and expressions that facilitate production, as well as discussion strategies. Materials explore the connection between language, its speakers, and culture, emphasizing features of spoken academic discourse.","Typically Offered: Summer, Fall"
SLST-T 501,ACADEMIC ENGLISH FOR INTERNATIONAL GRADUATE STUDENTS,2-3 credits,SLST,500,"Course Description: Designed to improve spoken or written skills for graduate school. Sections on academic writing (research papers, references, reviews, and critical syntheses) and academic speaking (presentations, discussions, and group work) address a range of academic writing and speaking styles. Credit hours, though counting toward full-time student status, do not count toward the completion of a graduate degree.","Typically Offered: Summer, Fall"
SLST-T 501,ACADEMIC WRITING (ACADEMIC ENGLISH FOR INTERNATIONAL GRADUATE STUDENTS),2-3 credits,SLST,500,"Course Description: Designed to improve spoken or written skills for graduate school. Sections on academic writing (research papers, references, reviews, and critical syntheses) and academic speaking (presentations, discussions, and group work) address a range of academic writing and speaking styles. Credit hours, though counting toward full-time student status, do not count toward the completion of a graduate degree.","Typically Offered: Summer, Fall"
SLST-T 501,ENGLISH FOR LAW III (ACADEMIC ENGLISH FOR INTERNATIONAL GRADUATE STUDENTS),2-3 credits,SLST,500,"Course Description: Designed to improve spoken or written skills for graduate school. Sections on academic writing (research papers, references, reviews, and critical syntheses) and academic speaking (presentations, discussions, and group work) address a range of academic writing and speaking styles. Credit hours, though counting toward full-time student status, do not count toward the completion of a graduate degree.","Typically Offered: Summer, Fall"
SLST-T 501,ENGLISH FOR LAW IV (ACADEMIC ENGLISH FOR INTERNATIONAL GRADUATE STUDENTS),2-3 credits,SLST,500,"Course Description: Designed to improve spoken or written skills for graduate school. Sections on academic writing (research papers, references, reviews, and critical syntheses) and academic speaking (presentations, discussions, and group work) address a range of academic writing and speaking styles. Credit hours, though counting toward full-time student status, do not count toward the completion of a graduate degree.","Typically Offered: Summer, Fall"
SLST-T 502,COMMUNICATION SKILLS FOR INTERNATIONAL ASSOCIATE INSTRUCTORS,3 credits,SLST,500,"Course Description: Develops academic English interactional skills for newly arrived multilingual graduate students preparing to teach undergraduates in the American classroom. Develops speech intelligibility, clarity of expression, and fluency in academic contexts. Increases interactional capacity to meet linguistic and cultural expectations and the ability to monitor performance. ","Typically Offered: Summer, Fall"
SLST-T 534,METH TCHNG ESL/EFL TO ADULTS,3 credits,SLST,500,Course Description: ,Typically Offered: Summer
SLST-T 535,TESOL PRACTICUM,3 credits,SLST,500,"Course Description: Under supervision, students teach English as a second language to adult learners. The course provides experience in testing, placement, and materials preparation. Classroom lectures focus on issues related to the art and profession of language teaching. To be taken with concurrently with SLST-T 534, Methods in Teaching ESL/EFL to Adults.",Typically Offered: Summer
SLST-T 550,LANGUAGE TESTING,3 credits,SLST,500,Course Description: ,"Typically Offered: Summer, Fall"
SLST-T 556,LANGUAGE LEARNING TECHNOLOGY,3 credits,SLST,500,"Course Description: Examines the theories of language learning underlying language learning technology. Examines current language learning technology for second and foreign language learning, teaching, testing, and research, and considers its demonstrable efficacy. Identifies and explores specific areas in need of further research and development.",Typically Offered: Summer
SLST-T 60,"INTENSIVE ENGLISH PROGRAM, PART-TIME (FIRST 7 WEEKS)",0 credits,SLST, 00,Course Description: Part-time Intensive English Program course. Placement determined by the IEP. Open only to eligible students. Topics will vary.,"Typically Offered: Summer, Fall"
SLST-T 61,"INTENSIVE ENGLISH PROGRAM,FULL-TIME LEVEL 1 (FIRST 7 WEEKS)",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 1. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 61,"READING A (INTENSIVE ENGLISH PROGRAM,FULL-TIME LEVEL 1 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 1. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 61,"WRITING A (INTENSIVE ENGLISH PROGRAM,FULL-TIME LEVEL 1 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 1. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 61,"GRAMMAR A (INTENSIVE ENGLISH PROGRAM,FULL-TIME LEVEL 1 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 1. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 61,"COMMUNICATION A (INTENSIVE ENGLISH PROGRAM,FULL-TIME LEVEL 1 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 1. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 62,INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 2 (FIRST 7 WEEKS),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 2. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 62,READING A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 2 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 2. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 62,WRITING A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 2 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 2. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 62,GRAMMAR A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 2 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 2. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 62,COMMUNICATION A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 2 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 2. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 63,"INTENSIVE ENGLIS PROGRAM, FULL-TIME LEVEL 3 (FIRST 7 WEEKS)",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 3. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 63,"READING A (INTENSIVE ENGLIS PROGRAM, FULL-TIME LEVEL 3 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 3. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 63,"WRITING A (INTENSIVE ENGLIS PROGRAM, FULL-TIME LEVEL 3 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 3. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 63,"GRAMMAR A (INTENSIVE ENGLIS PROGRAM, FULL-TIME LEVEL 3 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 3. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 63,"COMMUNICATION A (INTENSIVE ENGLIS PROGRAM, FULL-TIME LEVEL 3 (FIRST 7 WEEKS))",0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 3. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 64,INTENSIVE ENGLISH PROGRAM FULL-TIME (FIRST 7 WEEKS),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 4. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 64,WRITING A (INTENSIVE ENGLISH PROGRAM FULL-TIME (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 4. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 64,GRAMMAR A (INTENSIVE ENGLISH PROGRAM FULL-TIME (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 4. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 64,COMMUNICATION A (INTENSIVE ENGLISH PROGRAM FULL-TIME (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 4. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 65,INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 5 (FIRST 7 WEEKS),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 5. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 65,READING A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 5 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 5. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 65,WRITING A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 5 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 5. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 65,GRAMMAR A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 5 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 5. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
SLST-T 65,COMMUNICATION A (INTENSIVE ENGLISH PROGRAM FULL-TIME LEVEL 5 (FIRST 7 WEEKS)),0 credits,SLST, 00,"Course Description: Full-time Intensive English Program course, Level 5. Placement determined by the IEP. Open only to eligible students. Topics will vary.","Typically Offered: Spring, Summer, Fall"
